_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
80631LFRGW925N3,MARTIN MARIETTA GREELEY 35TH AVE,1319218213421,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,POTW TREATMENT,0,Y,Y,N,925 N 35TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80301NPRBT4884S,CORDEN PHARMA BOULDER,1319218454674,2019,TOLUENE,108-88-3,N,POTW RELEASE,0,N,Y,N,4884 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,,No US Parent,325,
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,1319217836461,2019,MUSTARD GAS,505-60-2,N,WASTE TREATMENT,5,Y,N,N,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08101,CO,81006,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,1319217836461,2019,MUSTARD GAS,505-60-2,N,TOTAL OFFSITE RELEASE,0,Y,N,N,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08101,CO,81006,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,1319217836461,2019,MUSTARD GAS,505-60-2,N,TOTAL ONSITE RELEASE,0,Y,N,N,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08101,CO,81006,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063372,2019,MANGANESE,7439-96-5,N,RECYCLING,21328,N,Y,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063372,2019,MANGANESE,7439-96-5,N,AIR STACK,72,N,Y,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063372,2019,MANGANESE,7439-96-5,N,TOTAL ONSITE RELEASE,89,N,Y,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895174,2019,SODIUM NITRITE,7632-00-0,N,AIR STACK,250,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895174,2019,SODIUM NITRITE,7632-00-0,N,TOTAL OFFSITE RELEASE,0,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895174,2019,SODIUM NITRITE,7632-00-0,N,TOTAL ON OFFSITE RELEASE,255,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084857,2019,BARIUM COMPOUNDS,N040,N,TOTAL OFFSITE RELEASE,0,N,N,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207710,2019,N-HEXANE,110-54-3,N,POTW TREATMENT,0,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80640DLTRC9155B,CRYSTAL PACKAGING INC,1319218184885,2019,METHANOL,67-56-1,N,POTW TREATMENT,0,N,Y,N,9155 BOSTON ST,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,,No US Parent,325,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420418,2019,BARIUM  and BARIUM COMPOUNDS,N040,Y,AIR STACK,361,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420418,2019,BARIUM  and BARIUM COMPOUNDS,N040,Y,OTH LANDF,175878,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420418,2019,BARIUM  and BARIUM COMPOUNDS,N040,Y,TOTAL ON OFFSITE RELEASE,177880,N,N,N,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
8090WGGRGT444EC,AGGREGATE INDUSTRIES WCR INC CS-MAIN READY MIX PLANT,1319218321053,2019,LEAD COMPOUNDS,N420,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,444 E COSTILLA ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213357,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR STACK,.0386,N,Y,N,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213357,2019,BENZO(G H I)PERYLENE,191-24-2,N,POTW RELEASE,0,N,Y,N,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213357,2019,BENZO(G H I)PERYLENE,191-24-2,N,POTW TREATMENT,0,N,Y,N,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259543,2019,MERCURY COMPOUNDS,N458,N,AIR STACK,3.17,N,Y,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
8023WFSTRV391JL,COLORADO SALT PRODUCTS LLC,1319217853720,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,POTW TREATMENT,0,N,Y,N,3910 JOLIET STREET,DENVER,DENVER,08031,CO,80239,8,0,,C,NA,COLORADO SALT PRODUCTS LLC,325,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518064,2019,NITRATE COMPOUNDS,N511,N,POTW TREATMENT,0,N,N,N,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
80223GGRGT1751S,AGGREGATE INDUSTRIES WCR INC BANNOCK READY MIX PLANT,1319217803131,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ON OFFSITE RELEASE,.1,N,Y,Y,1751 S BANNOCK ST,DENVER,DENVER,08031,CO,80223,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,1319218084414,2019,MERCURY COMPOUNDS,N458,N,AIR STACK,16.1,N,Y,Y,14940 COUNTY RD 24,BRUSH,MORGAN,08087,CO,80723,8,0,,C,848381245,XCEL ENERGY,2211,
8060WJPNTN121E1,E J PAINTING & FIBERGLASS,1319217903778,2019,STYRENE,100-42-5,N,POTW TREATMENT,0,Y,Y,N,10201 E. 107TH PLACE,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,326,
8060WJPNTN121E1,E J PAINTING & FIBERGLASS,1319217903778,2019,STYRENE,100-42-5,N,TOTAL ONSITE RELEASE,4498,Y,Y,N,10201 E. 107TH PLACE,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,326,
8060WJPNTN121E1,E J PAINTING & FIBERGLASS,1319217903778,2019,STYRENE,100-42-5,N,TOTAL ON OFFSITE RELEASE,4498,Y,Y,N,10201 E. 107TH PLACE,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,,No US Parent,326,
80550NVRSL15WAL,UFP WINDSOR LLC,1319217868367,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,15 WALNUT ST,WINDSOR,WELD,08123,CO,80550,8,0,,C,017104670,UNIVERSAL FOREST PRODUCTS INC,321,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218092841,2019,AMMONIA,7664-41-7,N,TOTAL OFFSITE RELEASE,0,N,N,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218092841,2019,AMMONIA,7664-41-7,N,POTW RELEASE,0,N,N,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),1319218118281,2019,MALEIC ANHYDRIDE,108-31-6,N,TOTAL ONSITE RELEASE,10,N,Y,N,569  24 1/4  RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,037810702,TOTAL HOLDINGS USA INC,325,
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,1319218207660,2019,METHANOL,67-56-1,N,TOTAL ON OFFSITE RELEASE,4132,N,Y,N,4711 W 58TH AVE,ARVADA,ADAMS,08001,CO,80002,8,0,,C,,No US Parent,4246,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972227,2019,NITRIC ACID,7697-37-2,N,TOTAL OFFSITE RELEASE,0,N,N,N,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972227,2019,NITRIC ACID,7697-37-2,N,TOTAL ON OFFSITE RELEASE,44100.58,N,N,N,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014633,2019,NICKEL COMPOUNDS,N495,N,AIR STACK,4112,Y,Y,Y,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
8022WGGRGT2E64T,AGGREGATE INDUSTRIES WCR INC DENVER READY MIX PLANT,1319217805353,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW RELEASE,0,N,Y,Y,200 E 64TH AVE - 282 E 64TH AVE,DENVER,ADAMS,08001,CO,80221,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80301MCRMT7070W,MICRO MOTION INC,1319218249668,2019,CHROMIUM,7440-47-3,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,7070 WINCHESTER CIR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,067294808,EMERSON ELECTRIC CO,334,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102527,2019,LEAD  and LEAD COMPOUNDS,N420,Y,SI 5.5.3B,22.9,N,Y,Y,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259479,2019,CYCLOHEXANE,110-82-7,N,TOTAL OFFSITE RELEASE,0,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259479,2019,CYCLOHEXANE,110-82-7,N,POTW RELEASE,0,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259479,2019,CYCLOHEXANE,110-82-7,N,POTW TREATMENT,0,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80504GGRGT114E3,AGGREGATE INDUSTRIES WCR INC SAND CREEK READY MIX PLANT,1319217805934,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,11400 E 33RD AVE,AURORA,ADAMS,08001,CO,80010,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507010,2019,1 4-DIOXANE,123-91-1,N,AIR FUG,750,Y,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,WASTE TREATMENT,3813.7,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,AIR FUG,8.8,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,AIR STACK,3.2,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144552,2019,PYRIDINE,110-86-1,N,POTW RELEASE,0,N,N,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
80640DLTRC9155B,CRYSTAL PACKAGING INC,1319218184911,2019,CERTAIN GLYCOL ETHERS,N230,N,TOTAL ONSITE RELEASE,0,N,Y,N,9155 BOSTON ST,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,,No US Parent,325,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014557,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,TOTAL OFFSITE RELEASE,0,N,Y,N,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014557,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,TOTAL ON OFFSITE RELEASE,15665,N,Y,N,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
80301MCRMT7070W,MICRO MOTION INC,1319218249670,2019,MANGANESE,7439-96-5,N,TOTAL ONSITE RELEASE,5,N,Y,N,7070 WINCHESTER CIR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,067294808,EMERSON ELECTRIC CO,334,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157624,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,POTW RELEASE,0,N,Y,Y,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157624,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL ONSITE RELEASE,41.7,N,Y,Y,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,1319218041275,2019,METHANOL,67-56-1,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,3199 D ROAD,GRAND JUNCTION,MESA,08077,CO,81504,8,0,,C,043296920,HALLIBURTON ENERGY SERVICES INC,4246,
80201CHMRX10601,BASF CORP,1319217638788,2019,TOLUENE-2 4-DIISOCYANATE,584-84-9,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,10601 FULTON ST,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,001307032,BASF CORP,325,
80201CHMRX10601,BASF CORP,1319217638788,2019,TOLUENE-2 4-DIISOCYANATE,584-84-9,N,TOTAL ON OFFSITE RELEASE,3.3911,Y,Y,N,10601 FULTON ST,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,001307032,BASF CORP,325,
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,1319217662295,2019,TRIETHYLAMINE,121-44-8,N,TOTAL OFFSITE RELEASE,0,N,Y,N,598 3RD ST,MEAD,WELD,08123,CO,80542,8,0,,C,,No US Parent,325,
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,1319217662295,2019,TRIETHYLAMINE,121-44-8,N,POTW TREATMENT,0,N,Y,N,598 3RD ST,MEAD,WELD,08123,CO,80542,8,0,,C,,No US Parent,325,
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,1319217662295,2019,TRIETHYLAMINE,121-44-8,N,TOTAL ON OFFSITE RELEASE,9.6,N,Y,N,598 3RD ST,MEAD,WELD,08123,CO,80542,8,0,,C,,No US Parent,325,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941071,2019,ACETALDEHYDE,75-07-0,N,TOTAL ON OFFSITE RELEASE,4769,Y,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965324,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,361361,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
80216SHLND156W5,NEXEO SOLUTIONS LLC,1319218519419,2019,N N-DIMETHYLFORMAMIDE,68-12-2,N,TOTAL ONSITE RELEASE,371.1557,N,Y,N,156 W 56TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,078346156,NEXEO SOLUTIONS HOLDINGS LLC,4246,
80216SHLND156W5,NEXEO SOLUTIONS LLC,1319218519419,2019,N N-DIMETHYLFORMAMIDE,68-12-2,N,TOTAL ON OFFSITE RELEASE,2471.1558,N,Y,N,156 W 56TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,078346156,NEXEO SOLUTIONS HOLDINGS LLC,4246,
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,1319217824414,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,TOTAL ONSITE RELEASE,.2,Y,Y,N,3960 E 56TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,078378508,PHILLIPS 66 CO,4247,
8012WMRTNM9511T,MARTIN MARIETTA TITAN READY MIX,1319218213472,2019,LEAD  and LEAD COMPOUNDS,N420,Y,AIR STACK,.1912,N,Y,Y,9511 TITAN PARK CIR,LITTLETON,DOUGLAS,08035,CO,80125,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
81001TRNCX101WI,TRANE CO,1319218360636,2019,PROPYLENE,115-07-1,N,TOTAL OFFSITE RELEASE,0,N,N,N,101 WILLIAM WHITE BLVD,PUEBLO,PUEBLO,08101,CO,81001,8,0,,C,001368026,TRANE TECHNOLOGIES CO LLC,333,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157485,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,TOTAL OFFSITE RELEASE,0,N,N,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084580,2019,LEAD COMPOUNDS,N420,N,OTH LANDF,14700,N,Y,Y,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80020GGRGT845CM,AGGREGATE INDUSTRIES WCR INC BROOMFIELD READY MIX PLANT,1319217803675,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,0,N,Y,Y,845 COMPTON ST,BROOMFIELD,BROOMFIELD,08014,CO,80020,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824402,2019,MERCURY COMPOUNDS,N458,N,TOTAL ONSITE RELEASE,199,N,Y,Y,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084554,2019,VANADIUM COMPOUNDS,N770,N,AIR STACK,140,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084554,2019,VANADIUM COMPOUNDS,N770,N,TOTAL ON OFFSITE RELEASE,78141.7,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80301LFRGW5959V,MARTIN MARIETTA VALMONT READY MIX,1319218213611,2019,NITRATE COMPOUNDS,N511,N,TOTAL ONSITE RELEASE,0,N,N,N,5959 VALMONT DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278846,2019,N-BUTYL ALCOHOL,71-36-3,N,WASTE TREATMENT,1635,N,N,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278846,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL ONSITE RELEASE,7581,N,N,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278846,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL ON OFFSITE RELEASE,7581,N,N,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80216SHLND156W5,NEXEO SOLUTIONS LLC,1319218519445,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL OFFSITE RELEASE,2100.0001,N,Y,Y,156 W 56TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,078346156,NEXEO SOLUTIONS HOLDINGS LLC,4246,
8001WMRTNM241PI,MARTIN MARIETTA - PICADILLY READY MIX,1319218213559,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW RELEASE,0,N,Y,Y,2401 PICADILLY RD,AURORA,ADAMS,08001,CO,80014,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80701WSTRN18317,WESTERN SUGAR COOPERATIVE,1319218492078,2019,LEAD,7439-92-1,N,TOTAL ON OFFSITE RELEASE,148.12,Y,Y,Y,18317 HWY 144,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,139728406,WESTERN SUGAR COOPERATIVE,311,
8021WBNDTD4799D,BAND IT IDEX INC,1319218312662,2019,CHROMIUM,7440-47-3,N,RECYCLING,39398,N,Y,Y,4799 DAHLIA ST,DENVER,DENVER,08031,CO,80216,8,0,,C,185580844,IDEX CORP,332,
8021WBNDTD4799D,BAND IT IDEX INC,1319218312662,2019,CHROMIUM,7440-47-3,N,POTW RELEASE,1,N,Y,Y,4799 DAHLIA ST,DENVER,DENVER,08031,CO,80216,8,0,,C,185580844,IDEX CORP,332,
8021WBNDTD4799D,BAND IT IDEX INC,1319218312662,2019,CHROMIUM,7440-47-3,N,POTW TREATMENT,0,N,Y,Y,4799 DAHLIA ST,DENVER,DENVER,08031,CO,80216,8,0,,C,185580844,IDEX CORP,332,
80651BTTRB45NFR,JD HEISKELL & CO,1319218073272,2019,ZINC COMPOUNDS,N982,N,TOTAL ONSITE RELEASE,0,N,N,N,450N FRONT ST,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,009462359,J D HEISKELL HOLDINGS LLC,311,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923933,2019,CHLORINE,7782-50-5,N,OTH LANDF,57761,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923933,2019,CHLORINE,7782-50-5,N,POTW TREATMENT,0,N,Y,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507008,2019,ACETONITRILE,75-05-8,N,POTW TREATMENT,250,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
